************************************************************************************
* InputFile for MFLUX standalone model - Tp values                                                
************************************************************************************
* Time (d)   Tp (cm/d)
0	0
0.010416667	0.026161252
0.020833333	0.052210477
0.03125	0.078036129
0.041666667	0.103527618
0.052083333	0.128575786
0.0625	0.153073373
0.072916667	0.176915476
0.083333333	0.2
0.09375	0.222228093
0.104166667	0.243504572
0.114583333	0.263738326
0.125	0.282842712
0.135416667	0.300735923
0.145833333	0.317341336
0.15625	0.332587845
0.166666667	0.346410162
0.177083333	0.358749097
0.1875	0.369551813
0.197916667	0.378772052
0.208333333	0.386370331
0.21875	0.392314112
0.229166667	0.396577945
0.239583333	0.399143569
0.25	0.4
0.260416667	0.399143569
0.270833333	0.396577945
0.28125	0.392314112
0.291666667	0.386370331
0.302083333	0.378772052
0.3125	0.369551813
0.322916667	0.358749097
0.333333333	0.346410162
0.34375	0.332587845
0.354166667	0.317341336
0.364583333	0.300735923
0.375	0.282842712
0.385416667	0.263738326
0.395833333	0.243504572
0.40625	0.222228093
0.416666667	0.2
0.427083333	0.176915476
0.4375	0.153073373
0.447916667	0.128575786
0.458333333	0.103527618
0.46875	0.078036129
0.479166667	0.052210477
0.489583333	0.026161252
0.5	4.90059E-17
0.510416667	0.02
0.520833333	0.02
0.53125	0.02
0.541666667	0.02
0.552083333	0.02
0.5625	0.02
0.572916667	0.02
0.583333333	0.02
0.59375	0.02
0.604166667	0.02
0.614583333	0.02
0.625	0.02
0.635416667	0.02
0.645833333	0.02
0.65625	0.02
0.666666667	0.02
0.677083333	0.02
0.6875	0.02
0.697916667	0.02
0.708333333	0.02
0.71875	0.02
0.729166667	0.02
0.739583333	0.02
0.75	0.02
0.760416667	0.02
0.770833333	0.02
0.78125	0.02
0.791666667	0.02
0.802083333	0.02
0.8125	0.02
0.822916667	0.02
0.833333333	0.02
0.84375	0.02
0.854166667	0.02
0.864583333	0.02
0.875	0.02
0.885416667	0.02
0.895833333	0.02
0.90625	0.02
0.916666667	0.02
0.927083333	0.02
0.9375	0.02
0.947916667	0.02
0.958333333	0.02
0.96875	0.02
0.979166667	0.02
0.989583333	0.02
1	0.02
1.010416667	0.026161252
1.020833333	0.052210477
1.03125	0.078036129
1.041666667	0.103527618
1.052083333	0.128575786
1.0625	0.153073373
1.072916667	0.176915476
1.083333333	0.2
1.09375	0.222228093
1.104166667	0.243504572
1.114583333	0.263738326
1.125	0.282842712
1.135416667	0.300735923
1.145833333	0.317341336
1.15625	0.332587845
1.166666667	0.346410162
1.177083333	0.358749097
1.1875	0.369551813
1.197916667	0.378772052
1.208333333	0.386370331
1.21875	0.392314112
1.229166667	0.396577945
1.239583333	0.399143569
1.25	0.4
1.260416667	0.399143569
1.270833333	0.396577945
1.28125	0.392314112
1.291666667	0.386370331
1.302083333	0.378772052
1.3125	0.369551813
1.322916667	0.358749097
1.333333333	0.346410162
1.34375	0.332587845
1.354166667	0.317341336
1.364583333	0.300735923
1.375	0.282842712
1.385416667	0.263738326
1.395833333	0.243504572
1.40625	0.222228093
1.416666667	0.2
1.427083333	0.176915476
1.4375	0.153073373
1.447916667	0.128575786
1.458333333	0.103527618
1.46875	0.078036129
1.479166667	0.052210477
1.489583333	0.026161252
1.5	1.47018E-16
1.510416667	0.02
1.520833333	0.02
1.53125	0.02
1.541666667	0.02
1.552083333	0.02
1.5625	0.02
1.572916667	0.02
1.583333333	0.02
1.59375	0.02
1.604166667	0.02
1.614583333	0.02
1.625	0.02
1.635416667	0.02
1.645833333	0.02
1.65625	0.02
1.666666667	0.02
1.677083333	0.02
1.6875	0.02
1.697916667	0.02
1.708333333	0.02
1.71875	0.02
1.729166667	0.02
1.739583333	0.02
1.75	0.02
1.760416667	0.02
1.770833333	0.02
1.78125	0.02
1.791666667	0.02
1.802083333	0.02
1.8125	0.02
1.822916667	0.02
1.833333333	0.02
1.84375	0.02
1.854166667	0.02
1.864583333	0.02
1.875	0.02
1.885416667	0.02
1.895833333	0.02
1.90625	0.02
1.916666667	0.02
1.927083333	0.02
1.9375	0.02
1.947916667	0.02
1.958333333	0.02
1.96875	0.02
1.979166667	0.02
1.989583333	0.02
2	0.02
2.010416667	0.026161252
2.020833333	0.052210477
2.03125	0.078036129
2.041666667	0.103527618
2.052083333	0.128575786
2.0625	0.153073373
2.072916667	0.176915476
2.083333333	0.2
2.09375	0.222228093
2.104166667	0.243504572
2.114583333	0.263738326
2.125	0.282842712
2.135416667	0.300735923
2.145833333	0.317341336
2.15625	0.332587845
2.166666667	0.346410162
2.177083333	0.358749097
2.1875	0.369551813
2.197916667	0.378772052
2.208333333	0.386370331
2.21875	0.392314112
2.229166667	0.396577945
2.239583333	0.399143569
2.25	0.4
2.260416667	0.399143569
2.270833333	0.396577945
2.28125	0.392314112
2.291666667	0.386370331
2.302083333	0.378772052
2.3125	0.369551813
2.322916667	0.358749097
2.333333333	0.346410162
2.34375	0.332587845
2.354166667	0.317341336
2.364583333	0.300735923
2.375	0.282842712
2.385416667	0.263738326
2.395833333	0.243504572
2.40625	0.222228093
2.416666667	0.2
2.427083333	0.176915476
2.4375	0.153073373
2.447916667	0.128575786
